Experiment:,25C,,,,,,,,,,,,,,New3D,,New2D,,,1.94E-01,9811.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Depth (nm),Load (uN),,hm (nm),F (uN),hm1 (um),hm1 (nm),F1 (uN),F (exp),disp_y_2D,react_y_2D,disp_y_3D,react_y_3D,,h3D,F3D,h2D,F2D,,Depth1,Force1,Depth2,Force2,Depth,Force,,Depth0 (nm),Load0 (uN),Depth2 (nm),Load2 (uN),Depth3 (nm),Load3 (uN),Depth4 (nm),Load4 (uN),Depth5 (nm),Load5 (uN),Depth6 (nm),Load6 (uN),Depth7 (nm),Load7 (uN),Depth8 (nm),Load8 (uN),Depth9 (nm),Load9 (uN),Depth10 (nm),Load10 (uN),Depth11 (nm),Load11 (uN),Depth12 (nm),Load12 (uN),Depth13 (nm),Load13 (uN),Depth14 (nm),Load14 (uN),Depth15 (nm),Load15 (uN),Depth16 (nm),Load16 (uN),Depth17 (nm),Load17 (uN),Depth18 (nm),Load18 (uN),Depth19 (nm),Load19 (uN),Depth20 (nm),Load20 (uN),Depth21 (nm),Load21 (uN),Depth22 (nm),Load22 (uN),Depth23 (nm),Load23 (uN),Depth24 (nm),Load24 (uN)
12.259098,192.208628,8169.343833,,,,,,,,,,,,,,,,,,,,,165.633522,8170.509385,199.420444,8169.335323,221.472879,8169.368135,219.019107,8169.369328,170.334944,8169.254712,208.388118,8169.373688,224.716334,8169.301199,168.987975,8169.297539,166.667298,8169.321815,219.705831,8169.333592,175.111413,8169.344987,180.049393,8169.325687,199.487559,8169.295147,218.815974,8169.312113,166.899409,8169.299644,176.47957,8169.304754,222.136197,8169.324034,166.519784,8169.321431,223.724628,8169.323084,188.975252,8169.313502,170.285888,8169.31876,222.388599,8169.340352,163.400551,8169.29738,165.400383,8169.268277,,,,
12.264103,192.321462,8174.353387,,,,,,,,,,,,,,,,,,,,,165.741286,8175.59251,199.675026,8174.408484,221.547845,8174.384043,219.045391,8174.342164,170.620108,8174.377273,208.23669,8174.342089,224.952414,8174.415307,169.196131,8174.402374,166.776957,8174.386126,219.639747,8174.375707,175.048967,8174.375489,180.257898,8174.357817,199.552582,8174.418332,218.71625,8174.352747,166.926795,8174.385739,176.735499,8174.386997,222.523486,8174.3588,167.086096,8174.443927,223.567648,8174.384834,188.540807,8174.375413,169.923866,8174.38148,222.20571,8174.364929,163.935736,8174.330325,165.462996,8174.321053,,,,
12.269107,192.598469,8179.273426,,,,,,,,,,,,,,,,,,,,,165.477351,8180.523775,199.631101,8179.315904,221.658026,8179.392136,219.087907,8179.345655,170.69307,8179.246434,208.642238,8179.348773,224.82982,8179.267957,169.35244,8179.282716,166.567871,8179.28071,219.52348,8179.289209,174.97407,8179.250801,180.266246,8179.245053,199.372451,8179.300577,218.916587,8179.28912,167.01511,8179.29376,176.781757,8179.227854,222.277215,8179.313287,166.71786,8179.259245,224.23424,8179.311015,189.244987,8179.292666,170.529487,8179.23732,222.34031,8179.284897,163.678796,8179.290617,165.444281,8179.25169,,,,
12.274112,192.617314,8184.37045,,,,,,,,,,,,,,,,,,,,,165.622877,8185.558068,199.572803,8184.327986,221.789294,8184.374289,219.263325,8184.318347,170.819634,8184.319312,208.577848,8184.326254,224.910119,8184.365136,169.269449,8184.317764,166.908819,8184.323407,219.8363,8184.343626,175.294238,8184.361371,180.276013,8184.340294,199.444875,8184.360535,219.060792,8184.330585,167.109667,8184.342257,176.884158,8184.34905,222.752299,8184.337651,166.606045,8184.340697,224.146539,8184.387713,189.101108,8184.366143,170.273948,8184.32742,222.372861,8184.37898,163.735127,8184.315382,165.670982,8184.298448,,,,
12.279117,192.522245,8189.300966,,,,,,,,,,,,,,,,,,,,,165.873952,8190.631546,199.780787,8189.385205,222.027756,8189.418582,219.310278,8189.338232,171.053258,8189.396362,208.485821,8189.33789,225.002369,8189.305816,169.282084,8189.420863,166.935823,8189.432434,219.67617,8189.360956,175.255617,8189.382232,180.283911,8189.31026,199.625392,8189.378789,218.852685,8189.357826,167.277405,8189.360619,176.816974,8189.315678,222.600581,8189.352982,167.073707,8189.356608,223.821057,8189.353533,189.029928,8189.378805,170.694984,8189.37266,222.374867,8189.331049,163.832237,8189.376285,165.548675,8189.36297,,,,
12.284122,192.659236,8194.391084,,,,,,,,,,,,,,,,,,,,,165.998284,8195.581529,199.739508,8194.337678,222.126457,8194.425357,219.104559,8194.380026,171.159583,8194.270441,208.807629,8194.447287,225.274252,8194.368804,169.6099,8194.32212,166.964463,8194.284121,219.773679,8194.354161,175.390294,8194.310697,180.59924,8194.333729,199.784172,8194.335299,218.974656,8194.400306,167.22421,8194.26359,176.891766,8194.332767,222.908183,8194.45401,166.804392,8194.284415,224.469734,8194.442338,189.631295,8194.362951,170.292439,8194.3041,222.639805,8194.389468,163.734581,8194.320794,165.900009,8194.27747,,,,
12.289127,192.875255,8199.275131,,,,,,,,,,,,,,,,,,,,,165.921486,8200.574291,199.751105,8199.306045,222.110554,8199.326704,219.268323,8199.26814,170.868638,8199.306412,208.897425,8199.287447,225.216696,8199.310161,169.707082,8199.38295,167.271531,8199.363958,220.073572,8199.3241,175.567456,8199.316923,180.629886,8199.32308,199.928099,8199.324396,219.236782,8199.325901,167.217139,8199.296887,177.178711,8199.318264,222.608637,8199.26862,166.663752,8199.367,224.389342,8199.29304,189.081845,8199.291591,170.692472,8199.36359,222.258924,8199.262699,164.045205,8199.323288,165.640162,8199.274404,,,,
12.294131,192.877548,8204.343699,,,,,,,,,,,,,,,,,,,,,165.784758,8205.589925,199.869494,8204.384708,222.108797,8204.438183,219.411868,8204.402069,170.923849,8204.349545,208.84621,8204.417135,225.319034,8204.356587,169.508527,8204.383973,167.068377,8204.350375,220.137702,8204.364867,175.353981,8204.325758,180.399896,8204.330671,199.819476,8204.325534,219.515925,8204.376425,167.1915,8204.368068,177.153653,8204.363506,222.921986,8204.381811,167.542902,8204.378799,224.00566,8204.347136,189.401134,8204.394194,170.3504,8204.38594,222.769202,8204.368175,163.817933,8204.403849,166.031844,8204.384049,,,,
12.299136,192.828088,8209.408191,,,,,,,,,,,,,,,,,,,,,166.100862,8210.632116,200.251639,8209.419972,222.284022,8209.41032,219.286719,8209.429064,171.193594,8209.347005,208.986786,8209.401609,225.56234,8209.447129,169.588688,8209.368378,167.304514,8209.347075,220.182244,8209.404109,175.866342,8209.407057,180.486819,8209.382467,200.079155,8209.431304,219.550638,8209.436087,167.367527,8209.365647,177.166353,8209.429495,222.906154,8209.376501,167.321784,8209.407317,224.573114,8209.479849,189.610426,8209.416867,170.93899,8209.41444,222.4907,8209.409947,164.266247,8209.36974,165.775335,8209.330549,,,,
12.304141,193.090591,8214.302181,,,,,,,,,,,,,,,,,,,,,166.257375,8215.620364,200.077262,8214.326458,222.46275,8214.390728,219.364581,8214.329857,171.188852,8214.35882,208.9507,8214.359876,225.58803,8214.340926,169.762162,8214.393534,167.381169,8214.375352,220.39476,8214.359422,175.438164,8214.271344,180.707154,8214.261264,200.120302,8214.313075,219.551085,8214.364281,167.523754,8214.31027,177.268953,8214.264687,223.06214,8214.389305,166.766415,8214.296365,224.651214,8214.358611,189.013585,8214.346567,170.449732,8214.25807,223.065061,8214.343028,163.870346,8214.311172,166.320697,8214.334364,,,,
12.309146,193.151543,8219.38793,,,,,,,,,,,,,,,,,,,,,166.288708,8220.607695,200.016678,8219.381956,222.654932,8219.437955,219.628199,8219.441136,171.2529,8219.336959,208.831146,8219.460444,225.680494,8219.387191,169.612838,8219.377192,167.193431,8219.351623,220.373434,8219.379022,175.643357,8219.375853,180.788978,8219.382712,199.956983,8219.376496,219.650651,8219.391619,167.441831,8219.403249,177.372965,8219.378383,223.274247,8219.36896,167.41365,8219.405417,224.252184,8219.412127,189.562851,8219.405241,171.078142,8219.40757,222.622826,8219.394582,164.432147,8219.410069,165.847667,8219.36049,,,,
12.314151,193.048202,8224.367986,,,,,,,,,,,,,,,,,,,,,166.282058,8225.704509,200.206474,8224.439461,222.648149,8224.446959,219.676283,8224.361132,171.504128,8224.455408,209.311181,8224.399261,225.730858,8224.401294,169.712871,8224.464512,167.534788,8224.426714,220.406302,8224.442085,175.895952,8224.407486,180.714042,8224.356259,200.05535,8224.421594,219.793813,8224.444429,167.566571,8224.428327,177.612045,8224.400166,223.170459,8224.444234,167.366215,8224.441931,225.000846,8224.465958,189.617531,8224.436482,170.841287,8224.46149,223.309479,8224.436806,164.126376,8224.408887,166.333726,8224.407492,,,,
12.319155,193.349126,8229.441537,,,,,,,,,,,,,,,,,,,,,166.176684,8230.69077,200.52305,8229.452844,222.630477,8229.451495,219.591188,8229.444255,171.551918,8229.37347,209.251552,8229.499109,225.972659,8229.419144,169.976265,8229.403148,167.552234,8229.370422,220.624094,8229.409925,175.738874,8229.380413,180.926328,8229.359724,200.319811,8229.411188,219.69685,8229.419805,167.738749,8229.390312,177.439177,8229.362013,223.540152,8229.469337,167.097908,8229.375702,224.871695,8229.441689,189.528026,8229.450622,171.135871,8229.37571,223.047145,8229.426153,164.341907,8229.423017,166.034238,8229.372187,,,,
12.32416,193.553131,8234.351017,,,,,,,,,,,,,,,,,,,,,166.428501,8235.640163,200.296379,8234.404491,222.692182,8234.369051,219.606727,8234.341604,171.4055,8234.332343,209.254961,8234.356666,226.200752,8234.420387,169.880573,8234.421142,167.360668,8234.372898,220.449009,8234.382061,175.750787,8234.382245,181.079937,8234.371932,200.379284,8234.400616,219.727623,8234.406922,167.757397,8234.385161,177.512374,8234.37492,223.197286,8234.338066,167.725104,8234.442751,224.387892,8234.409124,190.133148,8234.413694,170.875233,8234.41949,223.378509,8234.435525,164.336751,8234.359625,166.365913,8234.371508,,,,
12.329165,193.293447,8239.397493,,,,,,,,,,,,,,,,,,,,,166.555011,8240.70937,200.555302,8239.441355,222.702735,8239.487619,220.041232,8239.455038,171.494652,8239.445926,209.508301,8239.469601,226.15135,8239.355503,169.92218,8239.467744,167.77845,8239.470486,220.49056,8239.399663,175.887793,8239.377077,180.902982,8239.388066,200.336446,8239.405496,219.899433,8239.424004,167.734486,8239.414688,177.720504,8239.371437,223.587799,8239.48028,167.568021,8239.36814,224.867311,8239.427936,189.773701,8239.436032,170.955257,8239.39815,223.119848,8239.395079,164.373938,8239.431147,166.374217,8239.385006,,,,
12.33417,193.371761,8244.462189,,,,,,,,,,,,,,,,,,,,,166.550142,8245.705925,200.705427,8244.503311,222.808067,8244.42776,219.89311,8244.456479,171.834955,8244.429035,209.692168,8244.497566,226.513597,8244.475807,170.367857,8244.442366,167.598606,8244.420629,220.857027,8244.466764,175.934782,8244.440576,180.945057,8244.448651,200.339776,8244.462279,220.132799,8244.480617,167.874189,8244.455398,177.80765,8244.484562,223.278906,8244.427016,167.527484,8244.474637,225.020949,8244.532076,189.775676,8244.480857,171.122043,8244.4766,223.252094,8244.501508,164.652606,8244.456124,166.426529,8244.414103,,,,
12.339175,193.545497,8249.349539,,,,,,,,,,,,,,,,,,,,,166.504761,8250.676817,200.594905,8249.395636,222.834719,8249.44699,219.841548,8249.356287,171.751218,8249.411735,209.546292,8249.421802,226.726574,8249.385507,170.213776,8249.408511,167.518819,8249.395455,220.955299,8249.438509,176.173384,8249.331312,181.192444,8249.315151,200.587766,8249.344278,220.298444,8249.401739,167.863155,8249.38875,177.903335,8249.295846,223.86116,8249.425428,167.822277,8249.35688,224.702789,8249.397382,190.298726,8249.398801,171.202435,8249.39036,223.256354,8249.352139,164.348465,8249.362648,166.730787,8249.32914,,,,
12.344179,193.63526,8254.411267,,,,,,,,,,,,,,,,,,,,,166.614174,8255.645448,200.589956,8254.395282,222.844548,8254.397768,220.022605,8254.43528,171.892911,8254.411812,209.659296,8254.468202,226.638809,8254.395824,170.186258,8254.38305,167.75826,8254.402948,220.875842,8254.368348,176.086497,8254.415843,181.291015,8254.412147,200.754723,8254.436966,220.41237,8254.390041,167.986466,8254.396684,177.843884,8254.405292,223.541265,8254.388857,167.329595,8254.38414,225.250032,8254.459247,189.82296,8254.40262,171.309095,8254.40883,223.32825,8254.391866,164.884599,8254.43001,166.628435,8254.392557,,,,
12.349184,193.67004,8259.418164,,,,,,,,,,,,,,,,,,,,,166.819283,8260.73554,200.574375,8259.476103,222.955237,8259.468992,220.186907,8259.384365,172.103751,8259.439674,209.951918,8259.443263,226.876365,8259.448107,170.406726,8259.467114,167.704688,8259.477437,221.240002,8259.485129,176.258282,8259.440379,181.240396,8259.410519,200.588891,8259.442193,220.386267,8259.484282,168.344589,8259.483968,177.94289,8259.451213,223.983143,8259.442109,167.746228,8259.488981,225.407224,8259.494663,190.204053,8259.448773,171.164917,8259.49622,223.791718,8259.450345,164.471428,8259.422167,166.752916,8259.430698,,,,
12.354189,193.984782,8264.440786,,,,,,,,,,,,,,,,,,,,,166.707654,8265.748521,200.991527,8264.396342,223.096777,8264.534444,220.189154,8264.438357,171.856543,8264.389656,209.974166,8264.46327,227.174339,8264.491626,170.3042,8264.37864,167.859872,8264.356828,221.125963,8264.454805,176.508972,8264.364763,181.247446,8264.352684,200.842998,8264.421265,220.353859,8264.450114,168.213456,8264.362481,178.124038,8264.34991,223.609468,8264.501584,167.802673,8264.358105,224.919645,8264.489327,190.50246,8264.405938,171.37418,8264.37545,223.447076,8264.467096,164.87886,8264.377012,166.497989,8264.303498,,,,
12.359194,194.244122,8269.365671,,,,,,,,,,,,,,,,,,,,,166.682489,8270.625147,200.954255,8269.407825,223.146433,8269.371801,220.317524,8269.375602,171.644264,8269.343781,210.062823,8269.398896,227.134247,8269.38783,170.219072,8269.401094,168.034158,8269.393372,221.218916,8269.392791,176.286252,8269.42671,181.574445,8269.367261,201.083054,8269.385848,220.454687,8269.372016,168.226706,8269.419296,178.311297,8269.395341,223.97546,8269.333423,167.510792,8269.415566,225.591885,8269.416768,189.975168,8269.363394,171.14841,8269.42144,224.045477,8269.420772,164.741107,8269.411238,166.796773,8269.385718,,,,
12.364199,194.038544,8274.420818,,,,,,,,,,,,,,,,,,,,,166.832222,8275.745897,200.88975,8274.473389,223.393787,8274.491495,220.494054,8274.438654,172.09777,8274.457835,210.419111,8274.458523,227.225154,8274.418105,170.409757,8274.478563,167.660284,8274.435536,221.534067,8274.410901,176.435913,8274.37795,181.684919,8274.39087,200.844629,8274.432815,220.526701,8274.434782,168.247733,8274.45166,178.183436,8274.388051,223.784422,8274.478139,168.212093,8274.436359,225.51135,8274.454401,190.465111,8274.491871,171.654316,8274.43502,223.494531,8274.395564,165.097964,8274.452487,166.453472,8274.391241,,,,
12.369203,193.935922,8279.468015,,,,,,,,,,,,,,,,,,,,,166.930125,8280.763413,201.296129,8279.517588,223.333186,8279.499275,220.630335,8279.498088,172.150557,8279.405386,210.187469,8279.51074,227.490033,8279.497747,170.631815,8279.434962,168.08915,8279.420065,221.349749,8279.453204,176.681375,8279.452756,181.511786,8279.426887,200.999687,8279.550355,220.579008,8279.498175,168.487308,8279.39582,178.286795,8279.462311,224.120493,8279.420494,167.991152,8279.430972,225.374784,8279.490891,190.551805,8279.468984,171.294952,8279.41626,224.163769,8279.529496,164.993595,8279.430903,167.119228,8279.418002,,,,
12.374208,194.279799,8284.401437,,,,,,,,,,,,,,,,,,,,,167.011805,8285.706809,201.31767,8284.424245,223.403444,8284.458632,220.383365,8284.405624,172.12411,8284.396852,210.065628,8284.395832,227.362609,8284.406351,170.507951,8284.4151,168.111721,8284.439852,221.402505,8284.440005,176.46673,8284.354759,181.822753,8284.356367,201.162818,8284.371862,220.724979,8284.430027,168.532501,8284.416988,178.407384,8284.378471,224.042782,8284.460314,167.880379,8284.412431,225.858681,8284.465853,190.212467,8284.429715,171.765096,8284.44778,223.728291,8284.427937,164.836093,8284.413783,166.828895,8284.37734,,,,
12.379213,194.272332,8289.47599,,,,,,,,,,,,,,,,,,,,,167.082484,8290.775637,201.301528,8289.437282,223.524877,8289.496754,220.539342,8289.488848,172.380244,8289.463581,210.275413,8289.464198,227.25217,8289.456966,170.883267,8289.46638,168.057326,8289.492706,221.788741,8289.467258,176.808196,8289.463581,181.891409,8289.446369,201.056554,8289.498858,220.868453,8289.421584,168.516468,8289.420308,178.503218,8289.471965,224.47037,8289.462942,168.38941,8289.458659,226.073288,8289.489051,190.835508,8289.487944,171.343779,8289.44882,224.30612,8289.489255,165.202193,8289.453556,167.416718,8289.425633,,,,
12.384218,194.057932,8294.427747,,,,,,,,,,,,,,,,,,,,,167.12783,8295.788614,201.271947,8294.542525,223.428985,8294.480935,220.748643,8294.484828,172.528626,8294.488335,210.24623,8294.463357,227.809268,8294.493561,171.035183,8294.504328,168.429275,8294.501245,221.47782,8294.526769,176.732755,8294.498247,181.748092,8294.431121,201.133644,8294.477658,220.984548,8294.53226,168.560335,8294.529118,178.54414,8294.48195,224.184705,8294.487082,167.999839,8294.512432,225.800371,8294.524705,190.65364,8294.522888,171.755261,8294.5192,223.888107,8294.47835,165.410695,8294.516085,166.98171,8294.470148,,,,
12.389223,194.194509,8299.507797,,,,,,,,,,,,,,,,,,,,,167.110579,8300.793486,201.396888,8299.442025,223.564237,8299.508459,220.73705,8299.514752,172.514399,8299.432139,210.245222,8299.523701,227.864944,8299.489115,170.805257,8299.427858,168.279763,8299.412992,221.708545,8299.468246,176.710476,8299.379628,181.891435,8299.433136,201.608297,8299.468083,221.096021,8299.505553,168.711959,8299.412529,178.550502,8299.415896,224.573216,8299.551554,168.272615,8299.397747,226.252941,8299.528208,190.464434,8299.478624,171.535682,8299.40073,224.319551,8299.491821,166.148675,8299.451301,167.540164,8299.405872,,,,
12.394227,194.442538,8304.379967,,,,,,,,,,,,,,,,,,,,,167.361702,8305.743326,201.605612,8304.443895,223.684899,8304.4476,220.696224,8304.403798,172.508907,8304.389923,210.807919,8304.436326,227.933072,8304.386519,170.893736,8304.396517,168.318494,8304.396698,222.173316,8304.433463,177.136285,8304.501619,182.124054,8304.415621,201.600763,8304.444799,221.088524,8304.437205,168.73736,8304.419035,178.753974,8304.41571,224.20566,8304.373085,168.550697,8304.443259,226.531603,8304.421419,191.012031,8304.37845,172.068561,8304.46023,224.164394,8304.385137,165.756021,8304.400455,167.123539,8304.39698,,,,
12.399232,194.560989,8309.468864,,,,,,,,,,,,,,,,,,,,,167.499101,8310.782939,201.464562,8309.523081,223.846158,8309.54996,220.874563,8309.487688,172.777675,8309.487711,210.665847,8309.488588,228.152969,8309.482218,171.09787,8309.487741,168.47543,8309.508586,222.196108,8309.482618,176.56574,8309.434672,182.055262,8309.471129,201.399568,8309.428043,221.250242,8309.486419,168.786294,8309.501907,178.935827,8309.433651,224.757726,8309.509147,168.183312,8309.462889,226.048553,8309.465761,190.738953,8309.539017,171.747953,8309.49832,224.571497,8309.476585,166.326423,8309.510213,167.469898,8309.435741,,,,
12.404237,194.654279,8314.504122,,,,,,,,,,,,,,,,,,,,,167.441431,8315.863195,201.655878,8314.566857,223.836497,8314.550887,221.101193,8314.51377,172.876021,8314.516224,210.395191,8314.521837,228.411068,8314.544986,171.19553,8314.511629,168.351978,8314.472182,222.100261,8314.505547,176.811343,8314.541303,182.070689,8314.50245,201.649488,8314.566586,221.369709,8314.536265,168.760744,8314.52223,178.851738,8314.554939,224.461518,8314.478065,168.491566,8314.526153,226.413546,8314.556795,190.592709,8314.536462,172.249479,8314.54632,224.344308,8314.520369,166.28613,8314.492319,167.405086,8314.449853,,,,
12.409242,194.697469,8319.426044,,,,,,,,,,,,,,,,,,,,,167.589021,8320.799354,201.9134,8319.499663,223.797145,8319.503358,221.09765,8319.472975,172.771483,8319.434137,210.697149,8319.504779,228.207173,8319.444768,170.891711,8319.47157,168.517715,8319.431251,222.494534,8319.466525,177.164697,8319.437746,182.342624,8319.384574,201.691934,8319.420168,221.249561,8319.523172,168.903406,8319.491547,178.876171,8319.387776,225.05148,8319.49018,168.651415,8319.448442,226.741336,8319.512033,191.129742,8319.462442,171.868936,8319.47219,224.740542,8319.478864,166.438776,8319.466422,167.597592,8319.449151,,,,
12.414247,194.718403,8324.471863,,,,,,,,,,,,,,,,,,,,,167.664756,8325.78428,201.878664,8324.487117,224.003484,8324.512198,221.019116,8324.469721,172.951321,8324.472884,211.014957,8324.512094,228.461982,8324.515973,171.068602,8324.493451,168.714609,8324.499069,222.301611,8324.44806,176.9151,8324.458749,182.425637,8324.51803,201.49938,8324.500831,221.248745,8324.482022,168.95854,8324.482403,179.00037,8324.504481,224.607813,8324.486865,168.484941,8324.457885,226.264254,8324.514742,190.837959,8324.515365,172.335978,8324.4688,224.545619,8324.494103,166.361792,8324.467361,167.725313,8324.466704,,,,
